drug_key,name,moa,target,n_cell_lines_total,annotation_text,analysis_group,strict_repair,broad_repair,cytotoxic,source_dataset,is_definition_compound
BRD-K91370081-001-25-1,anisomycin,DNA synthesis inhibitor,"NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1",468,"anisomycin | dna synthesis inhibitor | nhp2l1, rpl10l, rpl11, rpl13a, rpl15, rpl19, rpl23, rpl23a, rpl26l1, rpl3, rpl37, rpl8, rsl24d1 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K13112821-001-17-4,artemisinin,DNA synthesis inhibitor,CYP2B6,454,artemisinin | dna synthesis inhibitor | cyp2b6 | infectious disease | malaria,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K54634444-001-05-9,artesunate,DNA synthesis inhibitor,,439,artesunate | dna synthesis inhibitor |  | infectious disease | malaria,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K87036601-001-01-6,azodicarbonamide,DNA synthesis inhibitor,,442,azodicarbonamide | dna synthesis inhibitor |  |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K17068645-003-04-2,bendamustine,DNA inhibitor,,460,"bendamustine | dna inhibitor |  | hematologic malignancy | chronic lymphocytic leukemia (cll), non-hodgkin lymphoma (nhl)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K28061410-001-06-6,beta-lapachone,topoisomerase inhibitor,TOP1,468,beta-lapachone | topoisomerase inhibitor | top1 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K45401373-001-20-9,betulinic-acid,"apoptosis stimulant, NFkB pathway inhibitor",GPBAR1,388,"betulinic-acid | apoptosis stimulant, nfkb pathway inhibitor | gpbar1 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K88510285-001-11-1,bortezomib,"NFkB pathway inhibitor, proteasome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA",464,"bortezomib | nfkb pathway inhibitor, proteasome inhibitor | psma1, psma2, psma3, psma4, psma5, psma6, psma7, psma8, psmb1, psmb10, psmb11, psmb2, psmb3, psmb4, psmb5, psmb6, psmb7, psmb8, psmb9, psmd1, psmd2, rela | hematologic malignancy | multiple myeloma, mantle cell lymphoma (mcl)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K88510285-001-17-8,bortezomib,"NFkB pathway inhibitor, proteasome inhibitor","PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9, PSMD1, PSMD2, RELA",459,"bortezomib | nfkb pathway inhibitor, proteasome inhibitor | psma1, psma2, psma3, psma4, psma5, psma6, psma7, psma8, psmb1, psmb10, psmb11, psmb2, psmb3, psmb4, psmb5, psmb6, psmb7, psmb8, psmb9, psmd1, psmd2, rela | hematologic malignancy | multiple myeloma, mantle cell lymphoma (mcl)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K23204545-001-16-4,busulfan,DNA inhibitor,,404,busulfan | dna inhibitor |  | hematologic malignancy | chronic myeloid leukemia (cml),cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K06858286-001-01-3,cabazitaxel,microtubule inhibitor,"TUBA4A, TUBB, TUBB1",466,"cabazitaxel | microtubule inhibitor | tuba4a, tubb, tubb1 | oncology | prostate cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K37890730-001-15-1,camptothecin,topoisomerase inhibitor,TOP1,366,camptothecin | topoisomerase inhibitor | top1 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K61192372-001-08-9,capecitabine,"DNA synthesis inhibitor, thymidylate synthase inhibitor",TYMS,469,"capecitabine | dna synthesis inhibitor, thymidylate synthase inhibitor | tyms | oncology | breast cancer, colorectal cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K90947825-001-02-7,carboplatin,"DNA alkylating agent, DNA inhibitor",,445,"carboplatin | dna alkylating agent, dna inhibitor |  | oncology | ovarian cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K15179879-001-03-2,carfilzomib,proteasome inhibitor,"PSMA1, PSMA2, PSMA3, PSMA4, PSMA5, PSMA6, PSMA7, PSMA8, PSMB1, PSMB10, PSMB11, PSMB2, PSMB3, PSMB4, PSMB5, PSMB6, PSMB7, PSMB8, PSMB9",479,"carfilzomib | proteasome inhibitor | psma1, psma2, psma3, psma4, psma5, psma6, psma7, psma8, psmb1, psmb10, psmb11, psmb2, psmb3, psmb4, psmb5, psmb6, psmb7, psmb8, psmb9 | hematologic malignancy | multiple myeloma",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K36234266-001-09-8,carmustine,"DNA alkylating agent, DNA inhibitor",GSR,449,"carmustine | dna alkylating agent, dna inhibitor | gsr | hematologic malignancy, oncology | non-hodgkin lymphoma (nhl), hodgkin's lymphoma, multiple myeloma, glioblastoma, brainstem glioma, medulloblastoma, astrocytoma, ependymoma",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K29458283-001-29-9,chlorambucil,DNA inhibitor,,431,"chlorambucil | dna inhibitor |  | hematologic malignancy | chronic lymphocytic leukemia (cll), hodgkin's lymphoma",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K69172251-001-08-9,cisplatin,"DNA alkylating agent, DNA synthesis inhibitor",XIAP,447,"cisplatin | dna alkylating agent, dna synthesis inhibitor | xiap | oncology | testicular carcinoma, ovarian cancer, bladder cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K00259736-001-16-4,colchicine,microtubule inhibitor,"GLRA1, GLRA2, TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA3D, TUBA3E, TUBA4A, TUBB, TUBB1, TUBB2A, TUBB2B, TUBB3, TUBB4A, TUBB4B, TUBB6, TUBB8",418,"colchicine | microtubule inhibitor | glra1, glra2, tuba1a, tuba1b, tuba1c, tuba3c, tuba3d, tuba3e, tuba4a, tubb, tubb1, tubb2a, tubb2b, tubb3, tubb4a, tubb4b, tubb6, tubb8 | rheumatology, endocrinology | gout, fever",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K61195623-001-01-4,combretastatin-A-4,tubulin polymerization inhibitor,,474,combretastatin-a-4 | tubulin polymerization inhibitor |  |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K67536197-003-11-4,cyclocytidine,"DNA synthesis inhibitor, RNA synthesis inhibitor",,460,"cyclocytidine | dna synthesis inhibitor, rna synthesis inhibitor |  |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-A09722536-002-18-0,cyclophosphamide,DNA alkylating agent,"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP3A7",326,"cyclophosphamide | dna alkylating agent | cyp2a6, cyp2b6, cyp2c18, cyp2c19, cyp2c8, cyp2c9, cyp2d6, cyp3a4, cyp3a5, cyp3a7 | hematologic malignancy, oncology | hodgkin's lymphoma, small lymphocytic lymphoma (sll), breast cancer, neuroblastoma, burkitt's lymphoma, multiple myeloma, chronic lymphocytic leukemia (cll), acute myeloid leukemia (aml), acute lymphoblastic leukemia (all), chronic myeloid leukemia (cml), true histiocytic lymphoma (thl), retinoblastoma, ovarian cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K47000838-001-01-6,cytochalasin-b,microtubule inhibitor,ACTB,473,cytochalasin-b | microtubule inhibitor | actb |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K35520305-001-16-9,dacarbazine,DNA alkylating agent,"PGD, POLA2",401,"dacarbazine | dna alkylating agent | pgd, pola2 | oncology, hematologic malignancy | melanoma, hodgkin's lymphoma",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K35520305-001-17-7,dacarbazine,DNA alkylating agent,"PGD, POLA2",331,"dacarbazine | dna alkylating agent | pgd, pola2 | oncology, hematologic malignancy | melanoma, hodgkin's lymphoma",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K43389675-001-02-1,daunorubicin,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B",450,"daunorubicin | rna synthesis inhibitor, topoisomerase inhibitor | top2a, top2b | hematologic malignancy | acute myeloid leukemia (aml), acute lymphoblastic leukemia (all)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K43389675-003-20-9,daunorubicin,"RNA synthesis inhibitor, topoisomerase inhibitor","TOP2A, TOP2B",418,"daunorubicin | rna synthesis inhibitor, topoisomerase inhibitor | top2a, top2b | hematologic malignancy | acute myeloid leukemia (aml), acute lymphoblastic leukemia (all)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K59325863-001-02-8,delanzomib,proteasome inhibitor,"CMA1, CTSG, CYP3A4, ELANE",470,"delanzomib | proteasome inhibitor | cma1, ctsg, cyp3a4, elane |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K07265709-003-05-6,dexrazoxane,"chelating agent, topoisomerase inhibitor","TOP2A, TOP2B",397,"dexrazoxane | chelating agent, topoisomerase inhibitor | top2a, top2b | cardiology | cardiomyopathy",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K68502831-001-01-2,dianhydrogalactitol,DNA alkylating agent,,465,dianhydrogalactitol | dna alkylating agent |  |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K37723606-001-01-5,dioscin,apoptosis stimulant,CXCR3,433,dioscin | apoptosis stimulant | cxcr3 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K30577245-001-05-0,docetaxel,tubulin polymerization inhibitor,"BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB, TUBB1",445,"docetaxel | tubulin polymerization inhibitor | bcl2, map2, map4, mapt, nr1i2, tubb, tubb1 | oncology | breast cancer, non-small cell lung cancer (nsclc), prostate cancer, gastric adenocarcinoma, head and neck squamous cell carcinoma (hnscc)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K30577245-341-01-9,docetaxel,tubulin polymerization inhibitor,"BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB, TUBB1",468,"docetaxel | tubulin polymerization inhibitor | bcl2, map2, map4, mapt, nr1i2, tubb, tubb1 | oncology | breast cancer, non-small cell lung cancer (nsclc), prostate cancer, gastric adenocarcinoma, head and neck squamous cell carcinoma (hnscc)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K78567475-001-01-4,dolastatin-10,tubulin polymerization inhibitor,TUBB,459,dolastatin-10 | tubulin polymerization inhibitor | tubb |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K92093830-003-30-8,doxorubicin,topoisomerase inhibitor,TOP2A,464,"doxorubicin | topoisomerase inhibitor | top2a | hematologic malignancy, oncology | acute lymphoblastic leukemia (all), acute myeloid leukemia (aml), wilm's tumor, breast cancer, ovarian cancer, hodgkin's lymphoma, bladder cancer, multiple myeloma",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K61314889-001-04-4,endo-IWR-1,PARP inhibitor,"TNKS, TNKS2",472,"endo-iwr-1 | parp inhibitor | tnks, tnks2 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K32007074-001-02-9,enocitabine,DNA synthesis inhibitor,"CMPK1, RRM1, TYMS",427,"enocitabine | dna synthesis inhibitor | cmpk1, rrm1, tyms |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K04548931-003-16-5,epirubicin,topoisomerase inhibitor,"CHD1, TOP2A",309,"epirubicin | topoisomerase inhibitor | chd1, top2a | oncology | breast cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K71823332-001-03-7,epothilone-a,microtubule stabilizing agent,,464,epothilone-a | microtubule stabilizing agent |  |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K68164687-001-01-6,epothilone-b,"microtubule stabilizing agent, tubulin polymerization inhibitor","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B",461,"epothilone-b | microtubule stabilizing agent, tubulin polymerization inhibitor | tuba1a, tuba1b, tuba1c, tuba3c, tuba4a, tuba8, tubb, tubb1, tubb3, tubb4a, tubb4b |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K52762805-001-01-2,epothilone-d,"microtubule stabilizing agent, tubulin polymerization inhibitor","TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B",365,"epothilone-d | microtubule stabilizing agent, tubulin polymerization inhibitor | tuba1a, tuba1b, tuba1c, tuba3c, tuba4a, tuba8, tubb, tubb1, tubb3, tubb4a, tubb4b |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-A70858459-001-01-7,estramustine,DNA alkylating agent,"ESR1, ESR2, MAP1A, MAP2",477,"estramustine | dna alkylating agent | esr1, esr2, map1a, map2 | oncology | prostate cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K00077635-304-01-2,estramustine-phosphate,"DNA synthesis inhibitor, microtubule inhibitor","ESR1, ESR2, MAP1A, MAP2",408,"estramustine-phosphate | dna synthesis inhibitor, microtubule inhibitor | esr1, esr2, map1a, map2 | oncology | prostate cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K37798499-001-27-2,etoposide,topoisomerase inhibitor,"TOP2A, TOP2B",466,"etoposide | topoisomerase inhibitor | top2a, top2b | oncology | non-small cell lung cancer (nsclc)",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K72533376-001-01-2,etoposide-phosphate,topoisomerase inhibitor,TOP2A,452,"etoposide-phosphate | topoisomerase inhibitor | top2a | oncology | testicular carcinoma, small cell lung cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K92150287-066-01-2,exatecan-mesylate,topoisomerase inhibitor,TOP1,282,exatecan-mesylate | topoisomerase inhibitor | top1 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K51318897-001-15-3,fenbendazole,tubulin polymerization inhibitor,TUBB,421,"fenbendazole | tubulin polymerization inhibitor | tubb | infectious disease | gastrointestinal parasites, gastrointestinal roundworms",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K89085489-001-23-2,fenretinide,"apoptosis stimulant, retinoid receptor agonist",RARA,434,"fenretinide | apoptosis stimulant, retinoid receptor agonist | rara |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K61717546-001-05-0,fleroxacin,topoisomerase inhibitor,,408,"fleroxacin | topoisomerase inhibitor |  | infectious disease, gastroenterology | gonorrhea, enteritis, diarrhea, respiratory tract infections",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K47832606-001-30-1,floxuridine,DNA synthesis inhibitor,TYMS,461,floxuridine | dna synthesis inhibitor | tyms | oncology | colorectal cancer,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K86003836-001-10-5,flubendazole,tubulin polymerization inhibitor,TUBB,476,flubendazole | tubulin polymerization inhibitor | tubb | infectious disease | gastrointestinal parasites,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K06814349-304-01-9,fosbretabulin,"tubulin polymerization inhibitor, VE-cadherin antagonist",CDH5,463,"fosbretabulin | tubulin polymerization inhibitor, ve-cadherin antagonist | cdh5 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K06814349-304-02-7,fosbretabulin,"tubulin polymerization inhibitor, VE-cadherin antagonist",CDH5,425,"fosbretabulin | tubulin polymerization inhibitor, ve-cadherin antagonist | cdh5 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K08542803-001-02-3,gambogic-acid,caspase activator,BCL2,453,gambogic-acid | caspase activator | bcl2 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K08542803-001-03-1,gambogic-acid,caspase activator,BCL2,466,gambogic-acid | caspase activator | bcl2 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K99475619-001-01-2,genz-644282,topoisomerase inhibitor,TOP1,469,genz-644282 | topoisomerase inhibitor | top1 |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K19295594-015-14-3,gossypol,"BCL inhibitor, MCL1 inhibitor",BCL2,462,"gossypol | bcl inhibitor, mcl1 inhibitor | bcl2 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K69650333-003-14-0,idarubicin,topoisomerase inhibitor,TOP2A,421,idarubicin | topoisomerase inhibitor | top2a | hematologic malignancy | acute myeloid leukemia (aml),cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K62627508-001-01-5,idasanutlin,MDM inhibitor,"MDM2, TP53",479,"idasanutlin | mdm inhibitor | mdm2, tp53 |  | ",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-A67097164-001-18-7,ifosfamide,DNA alkylating agent,"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP3A4, CYP3A5, CYP3A7, PTGS1",391,"ifosfamide | dna alkylating agent | cyp2a6, cyp2b6, cyp2c18, cyp2c19, cyp2c8, cyp2c9, cyp3a4, cyp3a5, cyp3a7, ptgs1 | oncology, urology | testicular carcinoma, hemorrhagic cystitis",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K74057757-001-01-9,indibulin,tubulin polymerization inhibitor,,463,indibulin | tubulin polymerization inhibitor |  |  | ,cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
BRD-K08547377-001-04-4,irinotecan,topoisomerase inhibitor,"TOP1, TOP1MT",448,"irinotecan | topoisomerase inhibitor | top1, top1mt | oncology | colorectal cancer",cytotoxic/removal-like,False,False,True,PRISM Secondary dose-response,True
