action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,_compound,_role,_axis_or_class,_filter_text,_normal_hits,_viability_hits,_cancer_hits,standard_value_uM,toxicity_bucket,curation_decision,curation_tier,curation_reason,normal_keyword_hits,viability_keyword_hits_curated,exclude_keyword_hits,activity_signal_curated
,,13265792,[],CHEMBL2363636,SANGER: Inhibition of human SIG-M5 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,8.31,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,4.893,CHEMBL2366251,Homo sapiens,SIG-M5,9606,,,IC50,uM,UO_0000065,,0.0048933800377994555,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sig-m5 cell growth in a cell viability assay. | f | ic50 | = | sig-m5 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.004893,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13265870,[],CHEMBL2363637,SANGER: Inhibition of human SIMA cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.14,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,717.19,CHEMBL2366067,Homo sapiens,SIMA,9606,,,IC50,uM,UO_0000065,,0.7171903445815258,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sima cell growth in a cell viability assay. | f | ic50 | = | sima | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.7171900000000001,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13265906,[],CHEMBL2363676,SANGER: Inhibition of human SW1088 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.27,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,538.69,CHEMBL614243,Homo sapiens,SW1088,9606,,,IC50,uM,UO_0000065,,0.5386916229007012,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sw1088 cell growth in a cell viability assay. | f | ic50 | = | sw1088 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.53869,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266066,[],CHEMBL2363678,SANGER: Inhibition of human SW13 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.34,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,45.9,CHEMBL1075587,Homo sapiens,SW13,9606,,,IC50,uM,UO_0000065,,0.045899961531943895,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sw13 cell growth in a cell viability assay. | f | ic50 | = | sw13 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.045899999999999996,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266262,[],CHEMBL2363794,SANGER: Inhibition of human TE-6 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.61,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,246.12,CHEMBL2366144,Homo sapiens,TE-6,9606,,,IC50,uM,UO_0000065,,0.24612345976019276,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human te-6 cell growth in a cell viability assay. | f | ic50 | = | te-6 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.24612,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266385,[],CHEMBL2363831,SANGER: Inhibition of human no-11 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.52,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,30.48,CHEMBL2366326,Homo sapiens,no-11,9606,,,IC50,uM,UO_0000065,,0.030478127005579378,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human no-11 cell growth in a cell viability assay. | f | ic50 | = | no-11 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.03048,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266560,[],CHEMBL2363236,SANGER: Inhibition of human GAK cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.24,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,57.34,CHEMBL2366301,Homo sapiens,GAK,9606,,,IC50,uM,UO_0000065,,0.05733832675874716,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human gak cell growth in a cell viability assay. | f | ic50 | = | gak | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.05734,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266659,[],CHEMBL2363237,SANGER: Inhibition of human GAMG cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.86,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,13.71,CHEMBL1075447,Homo sapiens,GAMG,9606,,,IC50,uM,UO_0000065,,0.013714028389654583,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human gamg cell growth in a cell viability assay. | f | ic50 | = | gamg | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.013710000000000002,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266717,[],CHEMBL2363271,SANGER: Inhibition of human HCT-15 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.18,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,65.97,CHEMBL612263,Homo sapiens,HCT-15,9606,,,IC50,uM,UO_0000065,,0.06596625207022211,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human hct-15 cell growth in a cell viability assay. | f | ic50 | = | hct-15 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.06597,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266835,[],CHEMBL2363272,SANGER: Inhibition of human HD-MY-Z cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.84,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,144.29,CHEMBL2366322,Homo sapiens,HD-MY-Z,9606,,,IC50,uM,UO_0000065,,0.14429218105693725,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human hd-my-z cell growth in a cell viability assay. | f | ic50 | = | hd-my-z | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.14429,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13266946,[],CHEMBL2363307,SANGER: Inhibition of human IA-LM cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.96,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,10.86,CHEMBL2366366,Homo sapiens,IA-LM,9606,,,IC50,uM,UO_0000065,,0.010857827831475812,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human ia-lm cell growth in a cell viability assay. | f | ic50 | = | ia-lm | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.01086,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267045,[],CHEMBL2363308,SANGER: Inhibition of human IGR-1 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.69,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,20.5,CHEMBL1075479,Homo sapiens,IGR-1,9606,,,IC50,uM,UO_0000065,,0.020500684564604098,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human igr-1 cell growth in a cell viability assay. | f | ic50 | = | igr-1 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.0205,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267144,[],CHEMBL2363309,SANGER: Inhibition of human IGROV-1 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,8.09,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,8.136,CHEMBL613984,Homo sapiens,IGROV-1,9606,,,IC50,uM,UO_0000065,,0.008136021318267031,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human igrov-1 cell growth in a cell viability assay. | f | ic50 | = | igrov-1 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.008136,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267200,[],CHEMBL2363341,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.10,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,788.31,CHEMBL2366261,Homo sapiens,KNS-42,9606,,,IC50,uM,UO_0000065,,0.7883059524097722,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human kns-42 cell growth in a cell viability assay. | f | ic50 | = | kns-42 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.78831,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267399,[],CHEMBL2363343,SANGER: Inhibition of human KNS-81-FD cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.16,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,69.18,CHEMBL2366203,Homo sapiens,KNS-81-FD,9606,,,IC50,uM,UO_0000065,,0.06917961781428575,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human kns-81-fd cell growth in a cell viability assay. | f | ic50 | = | kns-81-fd | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.06918,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267432,[],CHEMBL2363375,SANGER: Inhibition of human LB996-RCC cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.57,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,27.1,CHEMBL2366110,Homo sapiens,LB996-RCC,9606,,,IC50,uM,UO_0000065,,0.027104269971075134,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human lb996-rcc cell growth in a cell viability assay. | f | ic50 | = | lb996-rcc | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.027100000000000003,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267544,[],CHEMBL2363376,SANGER: Inhibition of human LC-1F cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,5.21,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,6092.91,CHEMBL2366216,Homo sapiens,LC-1F,9606,,,IC50,uM,UO_0000065,,6.092905125012749,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human lc-1f cell growth in a cell viability assay. | f | ic50 | = | lc-1f | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,6.09291,high_toxicity_signal_le_10uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267622,[],CHEMBL2363377,SANGER: Inhibition of human LC-2-ad cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.86,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,13.7,CHEMBL2366260,Homo sapiens,LC-2-ad,9606,,,IC50,uM,UO_0000065,,0.013697019836413183,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human lc-2-ad cell growth in a cell viability assay. | f | ic50 | = | lc-2-ad | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.013699999999999999,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267780,[],CHEMBL2363413,SANGER: Inhibition of human ME-180 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.32,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,47.82,CHEMBL1075499,Homo sapiens,ME-180,9606,,,IC50,uM,UO_0000065,,0.04781843712218259,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human me-180 cell growth in a cell viability assay. | f | ic50 | = | me-180 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.04782,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13267937,[],CHEMBL2363447,SANGER: Inhibition of human MZ7-mel cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.36,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,43.3,CHEMBL2366138,Homo sapiens,MZ7-mel,9606,,,IC50,uM,UO_0000065,,0.043299941284100724,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human mz7-mel cell growth in a cell viability assay. | f | ic50 | = | mz7-mel | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.0433,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268036,[],CHEMBL2363448,SANGER: Inhibition of human Mewo cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,5.65,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,2222.65,CHEMBL613300,Homo sapiens,MeWo,9606,,,IC50,uM,UO_0000065,,2.222654050356513,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human mewo cell growth in a cell viability assay. | f | ic50 | = | mewo | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,2.2226500000000002,high_toxicity_signal_le_10uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268201,[],CHEMBL2363484,SANGER: Inhibition of human NCI-H1693 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.44,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,36.17,CHEMBL1075521,Homo sapiens,NCI-H1693,9606,,,IC50,uM,UO_0000065,,0.0361723595552254,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h1693 cell growth in a cell viability assay. | f | ic50 | = | nci-h1693 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.03617,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268340,[],CHEMBL2363485,SANGER: Inhibition of human NCI-H1694 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.56,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,277.33,CHEMBL2366333,Homo sapiens,NCI-H1694,9606,,,IC50,uM,UO_0000065,,0.2773317045120364,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h1694 cell growth in a cell viability assay. | f | ic50 | = | nci-h1694 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.27732999999999997,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268425,[],CHEMBL2363530,SANGER: Inhibition of human NCI-H460 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.87,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,13.36,CHEMBL396,Homo sapiens,NCI-H460,9606,,,IC50,uM,UO_0000065,,0.013360469089506818,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h460 cell growth in a cell viability assay. | f | ic50 | = | nci-h460 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.013359999999999999,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268560,[],CHEMBL2363531,SANGER: Inhibition of human NCI-H510A cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.53,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,293.04,CHEMBL2366332,Homo sapiens,NCI-H510A,9606,,,IC50,uM,UO_0000065,,0.29303799576316686,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human nci-h510a cell growth in a cell viability assay. | f | ic50 | = | nci-h510a | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.29304,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268645,[],CHEMBL2363566,SANGER: Inhibition of human OAW-42 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.43,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,37.47,CHEMBL1075554,Homo sapiens,OAW-42,9606,,,IC50,uM,UO_0000065,,0.03747238564757672,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human oaw-42 cell growth in a cell viability assay. | f | ic50 | = | oaw-42 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.037469999999999996,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268907,[],CHEMBL2363602,SANGER: Inhibition of human RL cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.55,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,281.74,CHEMBL2366175,Homo sapiens,RL,9606,,,IC50,uM,UO_0000065,,0.2817370753144947,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human rl cell growth in a cell viability assay. | f | ic50 | = | rl | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.28174,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13268999,[],CHEMBL2363604,SANGER: Inhibition of human RMG-I cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,6.43,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,366.91,CHEMBL1075564,Homo sapiens,RMG-I,9606,,,IC50,uM,UO_0000065,,0.36690878648731573,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human rmg-i cell growth in a cell viability assay. | f | ic50 | = | rmg-i | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.36691,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
,,13269076,[],CHEMBL2363638,SANGER: Inhibition of human SJRH30 cell growth in a cell viability assay.,F,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,,,CHEMBL1201861,,,,,CHEMBL252164,LUMINESPIB,CHEMBL252164,7.03,0,http://www.openphacts.org/units/Nanomolar,1878410,=,5,1,=,,IC50,nM,,94.44,CHEMBL1075575,Homo sapiens,SJRH30,9606,,,IC50,uM,UO_0000065,,0.09443712592900391,NVP-AUY922,trapdoor_candidate,HSP / proteostasis,sanger: inhibition of human sjrh30 cell growth in a cell viability assay. | f | ic50 | = | sjrh30 | homo sapiens | cell-based format | chembl1201861,,cell viability|viability,,0.09444,very_high_toxicity_signal_le_1uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cell viability|\bviability\b,,toxicity_signal
